MIN,5
TOR,6
CAR,5
BOS,5
DET,5
LOS,7
NYI,5
FLA,4
COL,5
SAN,6
NJD,5
DAL,5
CGY,6
NYR,5
TAM,5
WPG,6
PIT,5
VAN,4
STL,5
CHI,5
WAS,7
CLS,5
PHI,5
ANA,5
NAS,5
BUF,5
EDM,6
MON,6
ARI,5
OTT,5
